Arpt_ICAO	Procedure Type	Procedure Ident
F56	SIAP	R35
F70	SIAP	R18
F88	SIAP	R18
F88	SIAP	R36
F98	SIAP	R03
F98	SIAP	R21
F99	SIAP	R17
F99	SIAP	R35
G05	SIAP	RNV-A
H19	SIAP	R13
H19	SIAP	R31
H34	SIAP	D12
H34	SIAP	R12
H34	SIAP	R30
H35	SIAP	R09
H35	SIAP	R27
H68	SIAP	R18
H68	SIAP	R36
H71	SIAP	R18
H71	SIAP	R36
H79	SIAP	R18
H79	SIAP	R36
H88	SIAP	R01
H88	SIAP	R19
H88	SIAP	S19
H96	SIAP	R18
I10	SIAP	R23
I16	SIAP	R08
I16	SIAP	R26
I17	SIAP	R08
I17	SIAP	R26
I17	SIAP	S26
I18	SIAP	R04
I18	SIAP	R22
I19	SIAP	R07
I19	SIAP	R25
I22	SIAP	R08
I22	SIAP	R26
I22	SIAP	VOR-A
I23	SIAP	N23
I23	SIAP	R23
I34	SIAP	R36
I35	SIAP	RNV-A
I40	SIAP	R22
I40	SIAP	VOR-A
I43	SIAP	R01
I43	SIAP	R19
I43	SIAP	VDM-A
I63	SIAP	R18
I63	SIAP	R36
I63	SIAP	VDM-A
I66	SIAP	R03
I66	SIAP	R21
I67	SIAP	R19
I67	SIAP	S19
I68	SIAP	R01
I68	SIAP	R19
I69	SIAP	R04
I69	SIAP	R22
I69	SIAP	VOR-B
I69	STAR	BRUSH3
I69	STAR	CINCE8
I69	STAR	HARDU4
I69	STAR	HEDEE4
I69	STAR	SHB6
I74	SIAP	R02
I74	SIAP	R20
I75	SIAP	R18
I75	SIAP	R36
I76	SIAP	R01
I76	SIAP	R19
I76	SIAP	S01
I86	SIAP	D26
I86	SIAP	R26
I95	SIAP	R04
I95	SIAP	R22
K09	SIAP	R04
K15	SIAP	R14
K15	SIAP	R32
K15	SIAP	S32
K24	SIAP	R17
K24	SIAP	R35
K33	SIAP	R17
K33	SIAP	R35
K38	SIAP	R17
K38	SIAP	R35
K52	SIAP	R09
K52	SIAP	R27
K52	SIAP	VOR-A
K57	SIAP	R18
K57	SIAP	R36
K61	SIAP	R17
K61	SIAP	R35
K61	SIAP	S17
K62	SIAP	R21
K62	SIAP	VOR-A
K62	STAR	BRUSH3
K62	STAR	CINCE8
K62	STAR	HARDU4
K62	STAR	HEDEE4
K62	STAR	SHB6
K74	SIAP	R11
K74	SIAP	R29
K78	SIAP	R17
K78	SIAP	R35
K78	SIAP	VOR-A
K79	SIAP	R17
K79	SIAP	R35
K81	SIAP	R03
K81	SIAP	R21
K82	SIAP	R14
K82	SIAP	R18
K82	SIAP	R32
K82	SIAP	R36
K82	SIAP	VOR-A
K88	SIAP	R01
K88	SIAP	R19
K89	SIAP	R02
K89	SIAP	R20
K89	SIAP	S02
KAAA	SIAP	R03
KAAA	SIAP	R21
KAAA	SIAP	S03
KAAF	SIAP	R06
KAAF	SIAP	R14
KAAF	SIAP	R24
KAAF	SIAP	R32
KAAO	SIAP	I18
KAAO	SIAP	L18
KAAO	SIAP	R18
KAAO	SIAP	R36
KAAO	SIAP	RNV-E
KAAS	SIAP	R05
KAAS	SIAP	R23
KAAS	SIAP	VDM-A
KAAT	SIAP	R31
KAAT	SID	BACHS2
KAAT	SID	CHOIR3
KABE	SIAP	I06
KABE	SIAP	I13
KABE	SIAP	I24
KABE	SIAP	L06
KABE	SIAP	L13
KABE	SIAP	L24
KABE	SIAP	R06
KABE	SIAP	R13
KABE	SIAP	R24
KABE	SIAP	R31
KABE	SIAP	VOR-A
KABI	SIAP	I35R
KABI	SIAP	L17R
KABI	SIAP	L35R
KABI	SIAP	R17L
KABI	SIAP	R22
KABI	SIAP	R35R
KABQ	SIAP	H03-Z
KABQ	SIAP	H08-Z
KABQ	SIAP	H21-Y
KABQ	SIAP	H21-Z
KABQ	SIAP	H26-Y
KABQ	SIAP	H26-Z
KABQ	SIAP	I03
KABQ	SIAP	I08
KABQ	SIAP	L03
KABQ	SIAP	L08
KABQ	SIAP	R03-Y
KABQ	SIAP	R08-Y
KABQ	SIAP	S08
KABQ	SID	ADYOS3
KABQ	SID	ATOMK3
KABQ	SID	BOSQE3
KABQ	SID	DOOKK3
KABQ	SID	FYSTA3
KABQ	SID	GRZZZ3
KABQ	SID	JEMEZ3
KABQ	SID	LARGO3
KABQ	SID	MNZNO3
KABQ	SID	RDRNR3
KABQ	STAR	COLTR3
KABQ	STAR	CURLY3
KABQ	STAR	FRIHO4
KABQ	STAR	KRKEE3
KABQ	STAR	LAVAN3
KABQ	STAR	LOWBO3
KABQ	STAR	LZZRD3
KABQ	STAR	MIERA2
KABQ	STAR	SNDIA3
KABR	SIAP	I31
KABR	SIAP	L31
KABR	SIAP	R13
KABR	SIAP	R17
KABR	SIAP	R31
KABR	SIAP	R35
KABR	SIAP	S13
KABR	SIAP	S31
KABY	SIAP	I04
KABY	SIAP	L04
KABY	SIAP	R04
KABY	SIAP	R16
KABY	SIAP	R22
KABY	SIAP	R34
KABY	SIAP	S16
KACB	SIAP	R02
KACJ	SIAP	I23
KACJ	SIAP	L23
KACJ	SIAP	R05
KACJ	SIAP	R23
KACK	SIAP	I06
KACK	SIAP	I24
KACK	SIAP	L06
KACK	SIAP	L24
KACK	SIAP	R06
KACK	SIAP	R15
KACK	SIAP	R24
KACK	SIAP	R33
KACK	SIAP	S24
KACK	STAR	DEEPO1
KACK	STAR	NEWBE3
KACP	SIAP	R18
KACP	SIAP	R36
KACQ	SIAP	R15
KACQ	SIAP	R33
KACQ	SIAP	VOR-A
KACT	SIAP	D32
KACT	SIAP	I19
KACT	SIAP	L19
KACT	SIAP	R01
KACT	SIAP	R14
KACT	SIAP	R19
KACT	SIAP	R32
KACT	SIAP	V14
KACV	SIAP	I32
KACV	SIAP	L32
KACV	SIAP	R01
KACV	SIAP	R14
KACV	SIAP	R32
KACV	SIAP	S14
KACV	SID	HOCUT5
KACY	SIAP	D22
KACY	SIAP	H13-Z
KACY	SIAP	H31-Z
KACY	SIAP	I13
KACY	SIAP	I31
KACY	SIAP	L13
KACY	SIAP	L31
KACY	SIAP	R04
KACY	SIAP	R13-Y
KACY	SIAP	R22
KACY	SIAP	R31-Y
KACY	SIAP	S31
KACY	SIAP	V04
KACZ	SIAP	R09
KACZ	SIAP	R27
KADC	SIAP	R16
KADC	SIAP	R34
KADF	SIAP	R04
KADF	SIAP	R22
KADG	SIAP	R05
KADG	SIAP	R23
KADH	SIAP	R18
KADH	SIAP	R36
KADH	SIAP	S18
KADM	SIAP	I31
KADM	SIAP	L31
KADM	SIAP	R13
KADM	SIAP	R31
KADS	SIAP	I15
KADS	SIAP	I33
KADS	SIAP	L15
KADS	SIAP	L33
KADS	SIAP	R15
KADS	SIAP	R33
KADS	SID	DALL4
KADS	SID	GARL6
KADS	SID	HUBB9
KADS	SID	JPOOL9
KADS	SID	KING4
KADS	SID	KUSSO5
KADS	SID	SWABR5
KADS	SID	TEX5
KADS	SID	WORTH1
KADS	STAR	EESAT3
KADS	STAR	FINGR5
KADS	STAR	GREGS8
KADS	STAR	JFRYE3
KADS	STAR	KNEAD7
KADS	STAR	LOADS3
KADS	STAR	SASIE5
KADS	STAR	SLANT3
KADS	STAR	SWVAY4
KADS	STAR	YEAGR3
KADT	SIAP	R16
KADU	SIAP	R32
KADW	STAR	FRDMM4
KADW	STAR	NUMMY2
KADW	STAR	SPISY2
KADW	STAR	TIKEE3
KADW	STAR	TRUPS4
KADW	STAR	VUDOO2
KAEG	SIAP	I22
KAEG	SIAP	L22
KAEG	SIAP	R04
KAEG	SIAP	R22
KAEG	STAR	CURLY3
KAEG	STAR	FRIHO4
KAEG	STAR	LAVAN3
KAEG	STAR	MIERA2
KAEJ	SIAP	R33
KAEJ	SID	PUBLO1
KAEL	SIAP	R17
KAEL	SIAP	R35
KAEL	SIAP	S17
KAEL	SIAP	S35
KAEX	SIAP	D14
KAEX	SIAP	D32
KAEX	SIAP	I14
KAEX	SIAP	L14
KAEX	SIAP	R14
KAEX	SIAP	R18
KAEX	SIAP	R32
KAEX	SIAP	R36
KAFJ	SIAP	I27
KAFJ	SIAP	L27
KAFJ	SIAP	R09
KAFJ	SIAP	R27
KAFK	SIAP	R15
KAFK	SIAP	R33
KAFN	SIAP	RNV-B
KAFN	SIAP	RNV-C
KAFO	SIAP	R16
KAFO	SIAP	R34
KAFO	SID	AFTON4
KAFO	SID	LUNDI2
KAFP	SIAP	I34
KAFP	SIAP	L34
KAFP	SIAP	R16
KAFP	SIAP	R34
KAFP	STAR	CHPTR3
KAFP	STAR	LIINN3
KAFP	STAR	MAJIC3
KAFP	STAR	RASLN3
KAFP	STAR	UNARM6
KAFW	SIAP	I16L
KAFW	SIAP	I34R
KAFW	SIAP	L16L
KAFW	SIAP	L34R
KAFW	SIAP	R16L
KAFW	SIAP	R16R
KAFW	SIAP	R34R
KAFW	SID	DALL4
KAFW	SID	GARL6
KAFW	SID	HUBB9
KAFW	SID	JPOOL9
KAFW	SID	KING4
KAFW	SID	KUSSO5
KAFW	SID	SWABR5
KAFW	SID	TEX5
KAFW	SID	WORTH1
KAFW	STAR	DODJE5
KAFW	STAR	LIKES3
KAFW	STAR	MOTZA8
KAFW	STAR	REEKO3
KAFW	STAR	SASIE5
KAFW	STAR	SLUGG7
KAFW	STAR	TRUUK2
KAFW	STAR	WESAT2
KAGC	SIAP	I10
KAGC	SIAP	I28
KAGC	SIAP	L10
KAGC	SIAP	L28
KAGC	SIAP	R10
KAGC	SIAP	R28
KAGC	SID	AGC9
KAGO	SIAP	R18
KAGO	SIAP	R36
KAGS	SIAP	I17
KAGS	SIAP	I35
KAGS	SIAP	L17
KAGS	SIAP	L35
KAGS	SIAP	R08-Y
KAGS	SIAP	R08-Z
KAGS	SIAP	R17
KAGS	SIAP	R26
KAGS	SIAP	R35
KAGS	SIAP	RNV-A
KAGS	SID	CHATT6
KAGS	SID	DOVER5
KAGS	SID	JUNPR5
KAGS	SID	KAOLN6
KAGS	SID	RDBUD4
KAGS	SID	SAMMI4
KAGS	STAR	STUGE3
KAGS	STAR	STWRT3
KAGZ	SIAP	R09
KAGZ	SIAP	R27
KAHH	SIAP	R18
KAHH	SIAP	R36
KAHN	SIAP	I27
KAHN	SIAP	L27
KAHN	SIAP	R02
KAHN	SIAP	R09
KAHN	SIAP	R20
KAHN	SIAP	R27
KAHQ	SIAP	R20
KAIA	SIAP	I30
KAIA	SIAP	L30
KAIA	SIAP	R08
KAIA	SIAP	R12
KAIA	SIAP	R26
KAIA	SIAP	R30
KAIB	SIAP	RNV-A
KAIB	SID	NUCLA1
KAID	SIAP	I30
KAID	SIAP	L30
KAID	SIAP	N30
KAID	SIAP	R30
KAIG	SIAP	R09
KAIG	SIAP	R17
KAIG	SIAP	R27
KAIG	SIAP	R35
KAIK	SIAP	I07
KAIK	SIAP	L07
KAIK	SIAP	R07
KAIK	SIAP	R25
KAIK	SIAP	VDM-A
KAIK	SID	CHATT6
KAIK	SID	DOVER5
KAIK	SID	JUNPR5
KAIK	SID	KAOLN6
KAIK	SID	RDBUD4
KAIK	SID	SAMMI4
KAIO	SIAP	R02
KAIO	SIAP	R20
KAIT	SIAP	R16
KAIT	SIAP	R34
KAIV	SIAP	R06
KAIV	SIAP	R24
KAIZ	SIAP	L22
KAIZ	SIAP	R04
KAIZ	SIAP	R22
KAIZ	SIAP	S04
KAJG	SIAP	R04
KAJG	SIAP	R22
KAJG	SIAP	R31
KAJO	SIAP	VOR-A
KAJO	STAR	SETER5
KAJO	STAR	ZIGGY7
KAJR	SIAP	R06
KAJR	SIAP	R24
KAJR	SIAP	S06
KAJZ	SIAP	R03
KAKH	SIAP	R03
KAKH	SIAP	R21
KAKH	SID	BARMY4
KAKH	SID	BEAVY5
KAKH	SID	BOBZY4
KAKH	SID	ESTRR4
KAKH	SID	ICONS4
KAKH	SID	JOJJO4
KAKH	SID	KER3
KAKH	SID	KILNS4
KAKH	SID	KNI2
KAKH	SID	KRITR5
KAKH	SID	KWEEN4
KAKH	SID	LILLS2
KAKH	SID	WEAZL4
KAKH	STAR	CHPTR3
KAKH	STAR	LIINN3
KAKH	STAR	MAJIC3
KAKH	STAR	RASLN3
KAKH	STAR	UNARM6
KAKO	SIAP	R11
KAKO	SIAP	R29
KAKQ	SIAP	R20
KAKR	SIAP	L25
KAKR	SIAP	R25
KAKR	STAR	BRWNZ1
KAKR	STAR	HUUVR1
KAKR	STAR	ZZIPS1
KALB	SIAP	H01-Z
KALB	SIAP	H19-Z
KALB	SIAP	I01
KALB	SIAP	I19
KALB	SIAP	L01
KALB	SIAP	L19
KALB	SIAP	R01-Y
KALB	SIAP	R10
KALB	SIAP	R19-Y
KALB	SIAP	R28
KALB	SID	ALB7
KALI	SIAP	R13
KALI	SIAP	R31
KALM	SIAP	R04
KALM	SIAP	S04
KALM	SID	CRONA2
KALN	SIAP	B11
KALN	SIAP	I29
KALN	SIAP	L29
KALN	SIAP	R11
KALN	SIAP	R17
KALN	SIAP	R29
KALN	SIAP	R35
KALN	SIAP	VOR-A
KALN	SID	GATWY1
KALN	SID	LINDY6
KALN	SID	OZARK7
KALN	SID	PLESS5
KALN	STAR	DELMA4
KALN	STAR	FARMR3
KALO	SIAP	B30
KALO	SIAP	I12
KALO	SIAP	L12
KALO	SIAP	R06
KALO	SIAP	R12
KALO	SIAP	R18
KALO	SIAP	R24
KALO	SIAP	R30
KALO	SIAP	R36
KALS	SIAP	I02
KALS	SIAP	L02
KALS	SIAP	R02
KALS	SIAP	R20
KALS	SIAP	VDM-B
KALW	SIAP	I20-Y
KALW	SIAP	I20-Z
KALW	SIAP	L20-Y
KALW	SIAP	L20-Z
KALW	SIAP	R02
KALW	SIAP	R20
KALX	SIAP	R18
KALX	SIAP	R36
KAMA	SIAP	H04-Z
KAMA	SIAP	H13-Z
KAMA	SIAP	H22-Z
KAMA	SIAP	H31-Z
KAMA	SIAP	I04
KAMA	SIAP	L04
KAMA	SIAP	N04
KAMA	SIAP	R04-Y
KAMA	SIAP	R13-Y
KAMA	SIAP	R22-Y
KAMA	SIAP	R31-Y
KAMG	SIAP	R15
KAMG	SIAP	R33
KAMN	SIAP	R09
KAMN	SIAP	R18
KAMN	SIAP	R27
KAMN	SIAP	S18
KAMT	SIAP	R05
KAMT	SIAP	R23
KAMW	SIAP	I01
KAMW	SIAP	L01
KAMW	SIAP	R01
KAMW	SIAP	R13
KAMW	SIAP	R19
KAMW	SIAP	R31
KAMW	SIAP	S31
KANB	SIAP	I05-Y
KANB	SIAP	I05-Z
KANB	SIAP	L05-Y
KANB	SIAP	L05-Z
KANB	SIAP	R05
KANB	SIAP	R23
KAND	SIAP	I05
KAND	SIAP	L05
KAND	SIAP	R05
KAND	SIAP	R17
KAND	SIAP	R23
KAND	SIAP	R35
KAND	SIAP	V05
KANE	SIAP	I27
KANE	SIAP	L27
KANE	SIAP	R09
KANE	SIAP	R18
KANE	SIAP	R27
KANE	SIAP	S09
KANE	SID	COULT7
KANE	SID	DWN7
KANE	SID	KBREW1
KANE	SID	ORSKY2
KANE	SID	RST1
KANE	SID	SCHEP9
KANE	SID	WLSTN7
KANE	SID	ZMBRO7
KANE	STAR	AGUDE5
KANE	STAR	ENCEE2
KANE	STAR	GEP1
KANE	STAR	TWOLF3
KANJ	SIAP	R14
KANJ	SIAP	R32
KANJ	SIAP	S32
KANK	SIAP	RNV-A
KANK	SID	RONBE1
KANP	SIAP	RNV-A
KANQ	SIAP	R05
KANQ	SIAP	R23
KANW	SIAP	R13
KANW	SIAP	R17
KANW	SIAP	R31
KANW	SIAP	R35
KANY	SIAP	R18
KANY	SIAP	R36
KANY	SIAP	VOR-A
KAOC	SIAP	RNV-A
KAOC	SID	JATTS1
KAOH	SIAP	I28
KAOH	SIAP	L28
KAOH	SIAP	R10
KAOH	SIAP	R28
KAOO	SIAP	I21
KAOO	SIAP	L21
KAOO	SIAP	R03-Y
KAOO	SIAP	R03-Z
KAOO	SIAP	R21
KAOV	SIAP	R13
KAOV	SIAP	R31
KAOV	SIAP	VOR-A
KAPA	SIAP	I35R
KAPA	SIAP	L35R
KAPA	SIAP	R17L
KAPA	SIAP	R28
KAPA	SIAP	R35R
KAPA	SID	BAYLR4
KAPA	SID	BRYCC4
KAPA	SID	CONNR5
KAPA	SID	COORZ4
KAPA	SID	DENVR1
KAPA	SID	EEONS6
KAPA	SID	EMMYS6
KAPA	SID	EPKEE5
KAPA	SID	EXTAN5
KAPA	SID	FOOOT4
KAPA	SID	PIKES1
KAPA	SID	PLAIN9
KAPA	SID	RIKKK4
KAPA	SID	ROCKI4
KAPA	SID	SOLAR4
KAPA	SID	SPAZZ4
KAPA	SID	STAKR4
KAPA	SID	YAMMI4
KAPA	SID	YELLO2
KAPA	SID	YOKES6
KAPA	STAR	DANDD9
KAPA	STAR	DUNNN2
KAPA	STAR	LANDR9
KAPA	STAR	LARKS9
KAPA	STAR	POWDR9
KAPA	STAR	PUFFR4
KAPA	STAR	QUAIL9
KAPA	STAR	RAMMS7
KAPA	STAR	SAYGE1
KAPA	STAR	TOMSN7
KAPA	STAR	ZOMBZ1
KAPC	SIAP	I36L
KAPC	SIAP	L36LY
KAPC	SIAP	L36LZ
KAPC	SIAP	R06
KAPC	SIAP	R36LX
KAPC	SIAP	R36LY
KAPC	SIAP	R36LZ
KAPC	SIAP	S06
KAPC	SID	LIZRD4
KAPC	SID	NAPAA3
KAPC	SID	OZIEE3
KAPF	SIAP	R05
KAPF	SIAP	R23
KAPF	SIAP	RNV-A
KAPF	SIAP	RNV-B
KAPF	SID	APF5
KAPF	SID	CSHEL6
KAPF	STAR	PIKKR5
KAPF	STAR	SHFTY5
KAPF	STAR	ZEILR5
KAPN	SIAP	I01
KAPN	SIAP	L01
KAPN	SIAP	R01
KAPN	SIAP	R19
KAPS	SIAP	R17
KAPS	SIAP	R35
KAPT	SIAP	R04
KAPV	SIAP	R18-Y
KAPV	SIAP	R18-Z
KAPV	SID	EXCON1
KAQO	SIAP	R17
KAQO	SIAP	R35
KAQO	SIAP	VOR-A
KAQP	SIAP	R13
KAQW	SIAP	RNV-A
KAQW	SIAP	RNV-B
KAQX	SIAP	R17
KAQX	SIAP	R35
KAQX	SIAP	VOR-A
KARA	SIAP	I35
KARA	SIAP	L35
KARA	SIAP	R17
KARA	SIAP	R35
KARA	SIAP	V17
KARA	SIAP	V35
KARB	SIAP	R06
KARB	SIAP	R24
KARB	SID	BARII1
KARB	SID	CCOBB1
KARB	SID	CLVIN1
KARB	SID	HHOWE1
KARB	SID	KAYLN1
KARB	SID	LIDDS1
KARB	SID	METRO1
KARB	SID	MIGGY1
KARB	SID	PAVYL1
KARB	SID	SNDRS1
KARB	SID	TRMML1
KARB	SID	ZETTR1
KARB	STAR	FOREY1
KARB	STAR	OKLND1
KARB	STAR	PETTE1
KARB	STAR	RRALF1
KARG	SIAP	R04
KARG	SIAP	R18
KARG	SIAP	R22
KARG	SIAP	R36
KARM	SIAP	R14
KARM	SIAP	R32
KARM	SIAP	VDM-A
KARM	SID	BLTWY5
KARM	SID	INDIE6
KARM	SID	LURIC6
KARM	SID	MMALT4
KARM	SID	STRYA6
KARM	SID	STYCK6
KARM	SID	WYLSN6
KARM	STAR	CESAN4
KARM	STAR	WAPPL4
KARR	SIAP	I09
KARR	SIAP	L09
KARR	SIAP	L33
KARR	SIAP	R09
KARR	SIAP	R15
KARR	SIAP	R27
KARR	SIAP	R33
KARR	SID	ADELL5
KARR	SID	BLOKR5
KARR	SID	CARYN5
KARR	SID	DARCY5
KARR	SID	ELANR5
KARR	SID	OBENE3
KART	SIAP	I07
KART	SIAP	L07
KART	SIAP	R07
KART	SIAP	R10
KART	SIAP	R28
KARV	SIAP	L36
KARV	SIAP	R18
KARV	SIAP	R28
KARV	SIAP	R36
KARW	SIAP	R07
KARW	SIAP	R25
KASD	SIAP	D18
KASD	SIAP	R18
KASD	SIAP	R36
KASE	SIAP	LOC-E
KASE	SIAP	RNV-F
KASE	SID	ASPE7
KASE	SID	LINDZ9
KASE	SID	PITKN4
KASE	SID	SARDD3
KASG	SIAP	D36
KASG	SIAP	I18
KASG	SIAP	L18
KASG	SIAP	R18
KASG	SIAP	R36
KASG	SID	ASG4
KASH	SIAP	I14
KASH	SIAP	L14
KASH	SIAP	R14
KASH	SIAP	R32
KASH	SIAP	S32
KASH	SIAP	VOR-A
KASJ	SIAP	R01
KASJ	SIAP	R19
KASJ	SIAP	VOR-A
KASL	SIAP	R15
KASL	SIAP	R33
KASN	SIAP	I04-Y
KASN	SIAP	I04-Z
KASN	SIAP	L04-Y
KASN	SIAP	L04-Z
KASN	SIAP	R04
KASN	SIAP	R22
KAST	SIAP	I26
KAST	SIAP	R08
KAST	SIAP	R26
KASW	SIAP	I27
KASW	SIAP	L27
KASW	SIAP	R09
KASW	SIAP	R27
KASW	SIAP	V09
KASX	SIAP	R02
KASX	SIAP	R13
KASX	SIAP	R20
KASX	SIAP	R31
KATA	SIAP	R05
KATL	SIAP	H08LZ
KATL	SIAP	H10-Z
KATL	SIAP	H26RZ
KATL	SIAP	H28-Z
KATL	SIAP	I08L
KATL	SIAP	I08R
KATL	SIAP	I09L
KATL	SIAP	I09R
KATL	SIAP	I10
KATL	SIAP	I26L
KATL	SIAP	I26R
KATL	SIAP	I27L
KATL	SIAP	I27R
KATL	SIAP	I28
KATL	SIAP	L08L
KATL	SIAP	L08R
KATL	SIAP	L09L
KATL	SIAP	L09R
KATL	SIAP	L10
KATL	SIAP	L26L
KATL	SIAP	L26R
KATL	SIAP	L27L
KATL	SIAP	L27R
KATL	SIAP	L28
KATL	SIAP	R08LY
KATL	SIAP	R08R
KATL	SIAP	R09L
KATL	SIAP	R09R
KATL	SIAP	R10-Y
KATL	SIAP	R26L
KATL	SIAP	R26RY
KATL	SIAP	R27L
KATL	SIAP	R27R
KATL	SIAP	R28-Y
KATL	SID	ATL9
KATL	SID	BANNG2
KATL	SID	CUTTN2
KATL	SID	GAIRY2
KATL	SID	HAALO2
KATL	SID	JACCC2
KATL	SID	KAJIN2
KATL	SID	NASSA2
KATL	SID	PADGT2
KATL	SID	PENCL2
KATL	SID	PHIIL2
KATL	SID	PLMMR2
KATL	SID	POUNC2
KATL	SID	SMKEY2
KATL	SID	SMLTZ2
KATL	SID	VARNM2
KATL	SID	VRSTY2
KATL	SID	WIGLE2
KATL	SID	ZELAN4
KATL	STAR	CHPPR1
KATL	STAR	GLAVN1
KATL	STAR	GNDLF2
KATL	STAR	HOBTT2
KATL	STAR	JJEDI2
KATL	STAR	LGC4
KATL	STAR	ONDRE1
KATL	STAR	OZZZI1
KATL	STAR	RMG6
KATL	STAR	SINCA6
KATL	STAR	SITTH2
KATL	STAR	WHINZ4
KATS	SIAP	R13
KATS	SIAP	R31
KATW	SIAP	I03
KATW	SIAP	I30
KATW	SIAP	L03
KATW	SIAP	L30
KATW	SIAP	R03
KATW	SIAP	R12
KATW	SIAP	R21
KATW	SIAP	R30
KATY	SIAP	B17
KATY	SIAP	I35
KATY	SIAP	L35
KATY	SIAP	R12
KATY	SIAP	R17
KATY	SIAP	R30
KATY	SIAP	R35
KATY	SIAP	V17
KAUG	SIAP	I17
KAUG	SIAP	L17
KAUG	SIAP	R08
KAUG	SIAP	R17
KAUG	SIAP	R35
KAUG	SIAP	RNV-B
KAUG	SIAP	VDM-A
KAUH	SIAP	R16
KAUH	SIAP	R34
KAUM	SIAP	I35
KAUM	SIAP	L35
KAUM	SIAP	R17
KAUM	SIAP	R35
KAUM	SIAP	S17
KAUN	SIAP	R07
KAUO	SIAP	I36
KAUO	SIAP	L36
KAUO	SIAP	R11
KAUO	SIAP	R18
KAUO	SIAP	R29
KAUO	SIAP	R36
KAUO	SIAP	VOR-A
KAUS	SIAP	H17LZ
KAUS	SIAP	H17RZ
KAUS	SIAP	H35LZ
KAUS	SIAP	H35RZ
KAUS	SIAP	I17L
KAUS	SIAP	I17R
KAUS	SIAP	I35L
KAUS	SIAP	I35R
KAUS	SIAP	L17L
KAUS	SIAP	L17R
KAUS	SIAP	L35L
KAUS	SIAP	L35R
KAUS	SIAP	R17LY
KAUS	SIAP	R17RY
KAUS	SIAP	R35LY
KAUS	SIAP	R35RY
KAUS	SID	AEROZ1
KAUS	SID	AUS5
KAUS	SID	BNDIA2
KAUS	SID	CWK6
KAUS	SID	ELOEL2
KAUS	SID	ILEXY2
KAUS	SID	MUCKY2
KAUS	SID	PALMS2
KAUS	SID	SAYBR2
KAUS	STAR	BITER8
KAUS	STAR	BLEWE4
KAUS	STAR	DXEEE1
KAUS	STAR	KALLA3
KAUS	STAR	LAIKS2
KAUS	STAR	SEWZY4
KAUS	STAR	WLEEE5
KAUW	SIAP	R13
KAUW	SIAP	R31
KAVC	SIAP	L01
KAVC	SIAP	R01
KAVC	SIAP	R19
KAVK	SIAP	R18
KAVK	SIAP	R36
KAVL	SIAP	I35
KAVL	SIAP	L35
KAVL	SIAP	R17
KAVL	SIAP	R35
KAVL	SID	AVL5
KAVO	SIAP	R05
KAVO	SIAP	R10
KAVP	SIAP	I04
KAVP	SIAP	I22
KAVP	SIAP	L04
KAVP	SIAP	L22
KAVP	SIAP	R04
KAVP	SIAP	R22
KAVP	SID	AVP7
KAVQ	SIAP	R03
KAVQ	SIAP	R12
KAVQ	SIAP	R21
KAVQ	SIAP	RNV-E
KAVX	SIAP	VDM-B
KAVX	SIAP	VOR-A
KAWG	SIAP	D36
KAWG	SIAP	R13
KAWG	SIAP	R18
KAWG	SIAP	R31
KAWG	SIAP	R36
KAWM	SIAP	I17
KAWM	SIAP	L17
KAWM	SIAP	R17
KAWM	SIAP	R35
KAWO	SIAP	L34
KAWO	SIAP	N34
KAWO	SIAP	R34
KAWO	SID	ARLIN2
KAXA	SIAP	R12
KAXA	SIAP	R30
KAXA	SIAP	VDM-A
KAXH	SIAP	L09
KAXH	SIAP	R09
KAXH	SIAP	R27
KAXH	SID	AEX1
KAXH	SID	BLTWY5
KAXH	SID	BORRN3
KAXH	SID	CRIED9
KAXH	SID	ELD9
KAXH	SID	GIFFA9
KAXH	SID	HOODO5
KAXH	SID	IDU9
KAXH	SID	INDIE6
KAXH	SID	KARRR4
KAXH	SID	LFK2
KAXH	SID	LOA3
KAXH	SID	LURIC6
KAXH	SID	MMALT4
KAXH	SID	PSX9
KAXH	SID	STRYA6
KAXH	SID	STYCK6
KAXH	SID	WATFO4
KAXH	SID	WYLSN6
KAXH	STAR	BLUBL3
KAXH	STAR	CESAN4
KAXH	STAR	HUDZY3
KAXH	STAR	OHIIO4
KAXH	STAR	TCHDN2
KAXH	STAR	TKNIQ2
KAXH	STAR	WAPPL4
KAXN	SIAP	I31
KAXN	SIAP	L31
KAXN	SIAP	R22
KAXN	SIAP	R31
KAXQ	SIAP	R06
KAXQ	SIAP	R24
KAXS	SIAP	R17
KAXS	SIAP	R35
KAXS	SIAP	VOR-A
KAXV	SIAP	R08
KAXV	SIAP	R26
KAXX	SIAP	R17
KAXX	SID	ANEKE2
KAYS	SIAP	I19-Y
KAYS	SIAP	I19-Z
KAYS	SIAP	L19-Y
KAYS	SIAP	L19-Z
KAYS	SIAP	R01
KAYS	SIAP	R19
KAYS	SIAP	VOR-A
KAZC	SIAP	R11
KAZC	SIAP	R29
KAZE	SIAP	R14
KAZO	SIAP	I35
KAZO	SIAP	L35
KAZO	SIAP	R05
KAZO	SIAP	R17
KAZO	SIAP	R23
KAZO	SIAP	R35
KBAC	SIAP	R13
KBAC	SIAP	R31
KBAF	SIAP	I20
KBAF	SIAP	L20
KBAF	SIAP	R02
KBAF	SIAP	R20
KBAF	SIAP	S02
KBAF	SID	CSTL6
KBAF	STAR	DPK3
KBAF	STAR	STELA1
KBAK	SIAP	I23
KBAK	SIAP	L23
KBAK	SIAP	R05
