Aircraft Type,Wingspan (tip to tip in meters),Source,Strike Distance (Gear to End of Fuesalage),Source,Length of Plane (meters),Source,Height from Ground to bottom,Source (EVERY VALUE EXCEPT BOEING OR AIRBUS IS ESTIMATED),Max Thrust (kN),Source,Empty Weight (KG),Source,MTOW (KG),Source,Max Landing Weight (KG),Source,CG (m from nose),Source
E170,26,https://skybrary.aero/index.php/E170,15.17,https://www.flyembraer.com/irj/go/km/docs/download_center/Anonymous/Ergonomia/Home%20Page/Documents/APM_170.pdf (APPROX),29.9,https://skybrary.aero/index.php/E170,1.5,https://www.flyembraer.com/irj/go/km/docs/download_center/Anonymous/Ergonomia/Home%20Page/Documents/APM_170.pdf,62.28,https://en.wikipedia.org/wiki/Embraer_E-Jet_family#E-170_and_175,21141,https://en.wikipedia.org/wiki/Embraer_E-Jet_family#E-170_and_175,38600,https://en.wikipedia.org/wiki/Embraer_E-Jet_family#E-170_and_175,32800,https://www.flyembraer.com/irj/go/km/docs/download_center/Anonymous/Ergonomia/Home%20Page/Documents/APM_170.pdf,13.59,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=fBAIXab4CJHc-gSU9rPwCA&q=embraer+170&oq=embraer+170&gs_l=img.3..0l10.160521.160874..161156...0.0..0.81.210.3......0....1..gws-wiz-img.......35i39j0i67.aGKs8By14j0#imgrc=wGp9dfbPgnnIqM:
E190,28.72,https://skybrary.aero/index.php/E190,18.3,https://www.flyembraer.com/irj/go/km/docs/download_center/Anonymous/Ergonomia/Home%20Page/Documents/APM_190.pdf (APPROX),36.24,https://skybrary.aero/index.php/E190,1.57,https://www.flyembraer.com/irj/go/km/docs/download_center/Anonymous/Ergonomia/Home%20Page/Documents/APM_190.pdf,82.3,https://en.wikipedia.org/wiki/Embraer_E-Jet_family#E-170_and_175,27837,https://en.wikipedia.org/wiki/Embraer_E-Jet_family#E-170_and_175,51800,https://en.wikipedia.org/wiki/Embraer_E-Jet_family#E-170_and_175,43000-44000,https://www.flyembraer.com/irj/go/km/docs/download_center/Anonymous/Ergonomia/Home%20Page/Documents/APM_190.pdf,16.59,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=HhEIXdSyG9HU-gS23JbwDQ&q=embraer+190&oq=embraer+190&gs_l=img.3..0l10.76698.76853..77010...0.0..0.73.145.2......0....1..gws-wiz-img.......0i30j0i8i30.4znf1dpYoJQ#imgrc=bMhh9V1FGSZIXM:
E50P,12.3,https://skybrary.aero/index.php/E50P,5.47,https://www.google.com/search?q=embraer+phenom+diagram&rlz=1C1CHBF_enUS850US850&source=lnms&tbm=isch&sa=X&ved=0ahUKEwiVqcywmLDiAhWSEHwKHa-gA98Q_AUIDigB&biw=1920&bih=989#imgrc=tv5N3t3e7mHJnM: (APPROX),12.82,https://skybrary.aero/index.php/E50P,0.21,https://skybrary.aero/index.php/E50P,7.7,https://en.wikipedia.org/wiki/Embraer_Phenom_100#Specifications_(Phenom_100EV),3275,https://en.wikipedia.org/wiki/Embraer_Phenom_100#Specifications_(Phenom_100EV),4800,https://en.wikipedia.org/wiki/Embraer_Phenom_100#Specifications_(Phenom_100EV),4429,https://www.globalair.com/aircraft-for-sale/Specifications?specid=719,6.53,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=bBEIXa-UNJbS-gSL3pOYAg&q=e50p&oq=e50p&gs_l=img.3..0l2j0i5i30l2j0i24l6.79137.82994..83329...6.0..0.105.437.5j1......0....1..gws-wiz-img.......35i39j0i67j0i30.Lv1FdSjh7FY#imgrc=eBiH6rM88Vu8lM:
E55P,15.9,https://skybrary.aero/index.php/E55P,7.18,https://www.google.com/search?q=embraer+phenom+300+diagram&rlz=1C1CHBF_enUS850US850&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjx89j-m7DiAhXHqZ4KHd8hB10Q_AUIDigB&biw=1745&bih=899#imgrc=4expYaw0SARtvM: (APPROX),15.6,https://skybrary.aero/index.php/E55P,0.2,https://skybrary.aero/index.php/E55P,14.95,https://en.wikipedia.org/wiki/Embraer_Phenom_300#Specifications,5344,https://www.globalair.com/aircraft-for-sale/Specifications?specid=1120,8150,https://en.wikipedia.org/wiki/Embraer_Phenom_300#Specifications,7649,http://jetav.com/embraer-phenom-300-performance-specs/,7.8,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=wREIXbygEoK6-gT32q7QCw&q=embraer+phenom+300&oq=embraer+phenom+300&gs_l=img.3..35i39j0l9.75893.78090..78260...0.0..0.118.1238.17j1......0....1..gws-wiz-img.......0i67.jh90ZY1UvLg#imgrc=EPrwHik4UF-YgM:
EA50,11.4,https://skybrary.aero/index.php/EA50,4.56,https://www.skybrary.aero/index.php/File:EA50_3D.jpg (APPROX),10.1,https://skybrary.aero/index.php/EA50,0.71,https://skybrary.aero/index.php/EA50,4,https://en.wikipedia.org/wiki/Eclipse_500#Specifications,1610,https://en.wikipedia.org/wiki/Eclipse_500#Specifications,2721,https://en.wikipedia.org/wiki/Eclipse_500#Specifications,2540,http://www.oneaviation.aero/eclipse/specifications.php,4.88,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=XBMIXfWFM8fi-gTwoKHwBQ&q=EA50+plane&oq=EA50+plane&gs_l=img.3..0i24.6004.7699..7835...0.0..0.84.707.10......0....1..gws-wiz-img.......35i39j0i67j0j0i5i30.for6Jwr0Jfw#imgrc=l9mzTroZdDLrvM:
F100,28.1,https://www.skybrary.aero/index.php/F100,14.72,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=899&tbm=isch&sa=1&ei=gdHlXJyiEMOQ0gLolo2IDg&q=f100+aircraft+diagram&oq=f100+aircraft+diagram&gs_l=img.3...237976.240433..240516...0.0..0.345.2117.7j2j1j3......1....1..gws-wiz-img.......0j0i67j0i7i30j0i7i5i30._1mINaD7New#imgrc=D9LT2VgNl3ASdM: (APPROX),35.5,https://www.skybrary.aero/index.php/F100,1.82,https://www.skybrary.aero/index.php/F100,61.6-67.2,https://en.wikipedia.org/wiki/Fokker_100#References,24375-24541,https://en.wikipedia.org/wiki/Fokker_100#References,43090-45810,https://en.wikipedia.org/wiki/Fokker_100#References,39915,https://www.aerospace-technology.com/projects/fokker-100/,18.96,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=nxMIXcHzMpHS-gSQmILACA&q=fokker+100&oq=fokker+100&gs_l=img.3..0l10.3116.4086..4271...0.0..0.79.701.10......0....1..gws-wiz-img.......35i39j0i67.LYim-FmHCjU#imgrc=-2XiZkCih8nfaM:
F27,29,https://www.skybrary.aero/index.php/F27,12.1,https://www.skybrary.aero/index.php/File:F27_3D.jpg (APPROX),23.1,https://www.skybrary.aero/index.php/F27,1,https://www.skybrary.aero/index.php/F27,1678,https://en.wikipedia.org/wiki/Fokker_F27_Friendship#Specifications_(F.27),11204,https://en.wikipedia.org/wiki/Fokker_F27_Friendship#Specifications_(F.27),19773,https://en.wikipedia.org/wiki/Fokker_F27_Friendship#Specifications_(F.27),19731,all-aero.com/index.php/contactus/45-planes-d-e-f/3918-fokker-f-27-friendship,10.7,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=pRMIXcPkHML_-gTa_JDQDg&q=fokker+27&oq=fokker+27&gs_l=img.3..0l2j0i8i30j0i30l7.111453.111953..112734...0.0..0.82.223.3......0....1..gws-wiz-img.......35i39j0i67.oKJypnjry5c#imgrc=udC-CAVPvW2--M:
F28,27.07,https://www.skybrary.aero/index.php/F28,13,https://www.google.com/search?q=f28+aircraft+diagram&rlz=1C1CHBF_enUS850US850&biw=1745&bih=899&tbm=isch&source=iu&ictx=1&fir=aVps91v8qIb31M%253A%252CHiOqiQjjqAkVQM%252C_&vet=1&usg=AI4_- kRNxCSLe5Xy02yOVVXnB_yXXebDAQ&sa=X&ved=2ahUKEwjOhqnQnbDiAhUOvJ4KHQiXAUEQ9QEwAXoECAkQBg#imgrc=BdnGIPHgBSg2MM:&vet=1 (APPROX),27.4,https://www.skybrary.aero/index.php/F28,1.1,https://www.skybrary.aero/index.php/F28,43.9,https://en.wikipedia.org/wiki/Fokker_F28_Fellowship#Specifications,16144-17611,https://en.wikipedia.org/wiki/Fokker_F28_Fellowship#Specifications,29480-33110,https://en.wikipedia.org/wiki/Fokker_F28_Fellowship#Specifications,29029,https://www.globalair.com/aircraft-for-sale/Specifications?specid=229,10.99,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=FxQIXcy0H9b4-wSb64foDQ&q=fokker+28&oq=fokker+28&gs_l=img.3..0l3j0i8i30j0i30l2j0i5i30l2j0i8i30l2.73801.75138..76847...0.0..0.72.143.2......0....1..gws-wiz-img.......35i39.qTHMfkF0mVY#imgrc=wUBwVxZDroII1M:
F2TH,19.3,https://www.skybrary.aero/index.php/F2TH,8.17,https://www.skybrary.aero/index.php/File:F2TH_3D.jpg (APPROX),20.2,https://www.skybrary.aero/index.php/F2TH,1.15,https://www.skybrary.aero/index.php/F2TH,31.1,https://en.wikipedia.org/wiki/Dassault_Falcon_2000#Specifications_(Falcon_2000DX),9405,https://en.wikipedia.org/wiki/Dassault_Falcon_2000#Specifications_(Falcon_2000DX),18597,https://en.wikipedia.org/wiki/Dassault_Falcon_2000#Specifications_(Falcon_2000DX),14968,https://www.globalair.com/aircraft-for-sale/Specifications?specid=203,9.36,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=ZRQIXauzJNiE-gSquIvQCA&q=F2TH+plane&oq=F2TH+plane&gs_l=img.3..0i24.24442.26155..26236...0.0..0.81.673.10......0....1..gws-wiz-img.......35i39j0i67j0j0i5i30.Aksueo1E6ZM#imgrc=xwidmumzAAyyLM:
F50,29,https://www.skybrary.aero/index.php/F50,13.9,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=899&tbm=isch&sa=1&ei=OtPlXP-ACeaBk-4PmPSrkAQ&q=f50+aircraft+diagram&oq=f50+aircraft+diagram&gs_l=img.3...173387.173812..174759...0.0..0.65.248.4......1....1..gws-wiz-img.......0i8i7i30.rcKVkIwr_pg#imgrc=z_7qxL8V6AlzJM: (APPROX),25.2,https://www.skybrary.aero/index.php/F50,1.62,https://www.skybrary.aero/index.php/F50,1864 kW,https://en.wikipedia.org/wiki/Fokker_50#Specifications,13400,https://en.wikipedia.org/wiki/Fokker_50#Specifications,20820,https://en.wikipedia.org/wiki/Fokker_50#Specifications,19500,https://www.airlines-inform.com/commercial-aircraft/Fokker-50.html,13.2,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=gRQIXc-NCtaX-gSlpKLACw&q=F50+plane&oq=F50+plane&gs_l=img.3..0.63337.63496..63751...0.0..0.88.156.2......0....1..gws-wiz-img.......0i7i30j0i24.WvwZ9ui902c#imgrc=iQ4lqjGwlSIJNM:
F70,28.1,https://www.skybrary.aero/index.php/F70,14.05,https://www.google.com/search?q=fokker+70+aircraft+diagram&rlz=1C1CHBF_enUS850US850&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjZ2vSFn7DiAhVFnp4KHdXGDBQQ_AUIDigB&biw=1745&bih=899#imgrc=q9yhz6MJZrTOrM: (APPROX),30.9,https://www.skybrary.aero/index.php/F70,1.15,https://www.skybrary.aero/index.php/F70,61.6,https://en.wikipedia.org/wiki/Fokker_70#Specifications,22673,https://en.wikipedia.org/wiki/Fokker_70#Specifications,41730,https://en.wikipedia.org/wiki/Fokker_70#Specifications,36740,http://www.flugzeuginfo.net/acdata_php/acdata_fokker70_en.php,16.55,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=whQIXezMCo_Z-gSdq5-QBA&q=F70+plane&oq=F70+plane&gs_l=img.3..0.95269.95455..95580...0.0..0.66.130.2......0....1..gws-wiz-img.......0i8i7i30.QL-wv-5G9F8#imgrc=9z75Z-Lv5FIJ5M:
F900,19.3,https://www.skybrary.aero/index.php/F900,8.84,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=899&tbm=isch&sa=1&ei=JtXlXKykH8iU0gKvsbuQDw&q=f900+aircraft+diagram&oq=f900+aircraft+diagram&gs_l=img.3...15699.16705..17136...0.0..0.74.137.2......1....1..gws-wiz-img.S8PXxSDEVmk#imgrc=uwBAwW31E9qE7M:,20.2,https://www.skybrary.aero/index.php/F900,1.34,https://www.skybrary.aero/index.php/F900,21.13,https://en.wikipedia.org/wiki/Dassault_Falcon_900,10255,https://en.wikipedia.org/wiki/Dassault_Falcon_900,20640,https://en.wikipedia.org/wiki/Dassault_Falcon_900,20184,https://www.dassaultfalcon.com/en/Aircraft/Models/900LX/Pages/overview.aspx,9.79,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=IxUIXdK0BMX9-gTHoID4Bw&q=F900+plane&oq=F900+plane&gs_l=img.3..0.80847.81148..81693...0.0..0.69.193.3......0....1..gws-wiz-img.......0i7i30j0i24.ktlP7__vtfs#imgrc=uxm6TUvRHLNXNM:
FA10,13.08,https://www.skybrary.aero/index.php/FA10,6.87,https://www.skybrary.aero/index.php/File:FA10_3D.jpg (APPROX),13.86,https://www.skybrary.aero/index.php/FA10,1.02,https://www.skybrary.aero/index.php/FA10,14.65,https://en.wikipedia.org/wiki/Dassault_Falcon_10#Specifications,4880,https://en.wikipedia.org/wiki/Dassault_Falcon_10#Specifications,8500,https://www.globalair.com/aircraft-for-sale/Specifications?specid=200,8001,https://www.globalair.com/aircraft-for-sale/Specifications?specid=200,6.94,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=dhUIXYzOAY-J-gS5j6fQDA&q=Fa10+plane&oq=Fa10+plane&gs_l=img.3...85002.85475..85751...0.0..0.75.206.3......0....1..gws-wiz-img.......0i7i30.K4cT6ReEiHk#imgrc=z-cgP5tIS-8-fM:
FA20,16.3,https://www.skybrary.aero/index.php/FA20,7.43,https://www.skybrary.aero/index.php/File:FA20_3D.jpg (APPROX),17.15,https://www.skybrary.aero/index.php/FA20,1.21,https://www.skybrary.aero/index.php/FA20,20,https://en.wikipedia.org/wiki/Dassault_Falcon_20#Specifications_(Falcon_20F),7530,https://en.wikipedia.org/wiki/Dassault_Falcon_20#Specifications_(Falcon_20F),13000,https://en.wikipedia.org/wiki/Dassault_Falcon_20#Specifications_(Falcon_20F),12579,https://www.globalair.com/aircraft-for-sale/Specifications?specid=206,9.23,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=zBUIXdOLOovi-gTy3rPQAw&q=Fa20+plane&oq=Fa20+plane&gs_l=img.3..0.77930.78344..78455...0.0..0.65.124.2......0....1..gws-wiz-img.c0wjHzVeZL8#imgrc=ps52xJKJVG4X7M:
FA50,18.9,https://www.skybrary.aero/index.php/FA50,7.75,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=899&tbm=isch&sa=1&ei=E9blXKOVLZGq8AOop43IBw&q=dassault+50+aircraft+diagram&oq=dassault+50+aircraft+diagram&gs_l=img.3...112082.115793..116076...1.0..0.105.837.11j1......1....1..gws-wiz-img.DPQoXDMnvzY#imgrc=vXNiVWYdSnPySM:,18.4,https://www.skybrary.aero/index.php/FA50,1.25,https://www.skybrary.aero/index.php/FA50,16.46,https://en.wikipedia.org/wiki/Dassault_Falcon_50#Specifications_(50EX),9889,https://en.wikipedia.org/wiki/Dassault_Falcon_50#Specifications_(50EX),18008,https://en.wikipedia.org/wiki/Dassault_Falcon_50#Specifications_(50EX),16200,https://www.globalair.com/aircraft-for-sale/Specifications?specid=209,9.47,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=HBYIXf-wLJHu-gSsqZfwCw&q=Fa50+plane&oq=Fa50+plane&gs_l=img.3..0.71191.71371..71508...0.0..0.64.122.2......0....1..gws-wiz-img.DOIGst_unrQ#imgrc=X4Fe9oJtohIgCM:
FA7X,26.21,https://www.skybrary.aero/index.php/FA7X,9.61,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=899&tbm=isch&sa=1&ei=idblXMCdCcj_0gKmjbeICg&q=dassault+7X+aircraft+diagram&oq=dassault+7X+aircraft+diagram&gs_l=img.3...85192.86713..86869...0.0..0.64.244.4......1....1..gws-wiz-img.2XeVuBypeHA#imgrc=HW3uxCp3-yQj-M:,23.19,https://www.skybrary.aero/index.php/FA7X,1.5,https://www.skybrary.aero/index.php/FA7X,28.48-29.9,https://en.wikipedia.org/wiki/Dassault_Falcon_7X#Specifications,16601,https://en.wikipedia.org/wiki/Dassault_Falcon_7X#Specifications,31751,https://en.wikipedia.org/wiki/Dassault_Falcon_7X#Specifications,28304,https://www.dassaultfalcon.com/en/Aircraft/Models/7X/Pages/overview.aspx,11.46,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=ZRYIXbCvHZjX-gTq3oOICg&q=Fa7x+plane&oq=Fa7x+plane&gs_l=img.3..0.356347.356919..357024...0.0..0.88.156.2......0....1..gws-wiz-img.......0i7i30.BUdZCnitKaE#imgrc=-Km3XBt07xi6mM:
H25A,14.33,https://en.wikipedia.org/wiki/British_Aerospace_125,5.69,https://www.google.com/search?q=british+aerospace+125&rlz=1C1CHBF_enUS850US850&source=lnms&tbm=isch&sa=X&ved=0ahUKEwiq-bXMobDiAhWBv54KHUKNACAQ_AUIDigB&biw=1745&bih=899#imgrc=WqFEwf4Zypkr4M:,15.39,https://en.wikipedia.org/wiki/British_Aerospace_125,0.88,https://en.wikipedia.org/wiki/British_Aerospace_125#/media/File:Hawker_Siddeley_VU-93_HS-125-400A_Lofting.jpg,16.7,https://en.wikipedia.org/wiki/British_Aerospace_125#Specifications_(HS_125_Series_600),5683,https://en.wikipedia.org/wiki/British_Aerospace_125#Specifications_(HS_125_Series_600),11340,https://en.wikipedia.org/wiki/British_Aerospace_125#Specifications_(HS_125_Series_600),11340,https://www.jetcraft.com/jetstream/2014/11/hawker-1000b-overview-1991-2000/,8.41,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=yxcIXb-9L5Tg-gSdppuQCw&q=H25A+plane&oq=H25A+plane&gs_l=img.3...65566.67544..67623...0.0..0.76.652.10......0....1..gws-wiz-img.......35i39j0j0i5i30j0i24.mBaZi5hyDMY#imgrc=2yb7fQBvaGFJVM:
H25B,15.7,https://www.skybrary.aero/index.php/H25B,5.62,https://www.skybrary.aero/index.php/File:H25B_3D.jpg (APPROX),15.6,https://www.skybrary.aero/index.php/H25B,0.59,https://www.skybrary.aero/index.php/H25B,16.7,https://en.wikipedia.org/wiki/British_Aerospace_125#Specifications_(HS_125_Series_600),5683,https://en.wikipedia.org/wiki/British_Aerospace_125#Specifications_(HS_125_Series_600),11340,https://en.wikipedia.org/wiki/British_Aerospace_125#Specifications_(HS_125_Series_600),11340,https://www.jetcraft.com/jetstream/2014/11/hawker-1000b-overview-1991-2000/,8.33,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=yxcIXb-9L5Tg-gSdppuQCw&q=H25A+plane&oq=H25A+plane&gs_l=img.3...65566.67544..67623...0.0..0.76.652.10......0....1..gws-wiz-img.......35i39j0j0i5i30j0i24.mBaZi5hyDMY#imgrc=2yb7fQBvaGFJVM:
JS31,15.85,https://www.skybrary.aero/index.php/JS31,7.36,https://www.skybrary.aero/index.php/File:JS31_3D.jpg (APPROX),14.37,https://www.skybrary.aero/index.php/JS31,0.97,https://www.skybrary.aero/index.php/JS31,701 kW,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream,4360,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream,6950,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream,6600,https://www.globalair.com/aircraft-for-sale/Specifications?specid=529,6.05,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=EBgIXavHKo6t-gSipp7YCQ&q=JS31+plane&oq=JS31+plane&gs_l=img.3...77710.78598..78720...0.0..0.78.332.5......0....1..gws-wiz-img.......0i7i30j0i7i10i30.q8OlCIK0J4o#imgrc=NpVG8k1DZfVZ0M:
JS32,15.85,https://www.skybrary.aero/index.php/JS32,7,https://www.skybrary.aero/index.php/File:JS32_3D.jpg (APPROX),14.37,https://www.skybrary.aero/index.php/JS32,1,https://www.skybrary.aero/index.php/JS32,701 kW,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream#Specifications_(Jetstream_31),4360,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream#Specifications_(Jetstream_31),6950,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream#Specifications_(Jetstream_31),7080,https://www.globalair.com/aircraft-for-sale/Specifications?specid=849,6.05,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=EBgIXavHKo6t-gSipp7YCQ&q=JS31+plane&oq=JS31+plane&gs_l=img.3...77710.78598..78720...0.0..0.78.332.5......0....1..gws-wiz-img.......0i7i30j0i7i10i30.q8OlCIK0J4o#imgrc=NpVG8k1DZfVZ0M:
JS41,18.29,https://www.skybrary.aero/index.php/JS41,9.24,https://www.skybrary.aero/index.php/File:JS41_3D.jpg (APPROX),19.25,https://www.skybrary.aero/index.php/JS41,1,https://www.skybrary.aero/index.php/JS41,1250 kW,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream_41#Specifications_(Jetstream_41),6416,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream_41#Specifications_(Jetstream_41),10886,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream_41#Specifications_(Jetstream_41),10568,http://jetav.com/british-aerospace-jetstream-41-performance-specs/,9.51,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=YBgIXaXaOsLc-gTGp6GYBQ&q=JS41+plane&oq=JS41+plane&gs_l=img.3...148444.148678..148854...0.0..0.86.144.2......0....1..gws-wiz-img.......0i30j0i8i30.LhrJukW_IeY#imgrc=yA_1ZyDR3O7AVM:
L101,47.4,https://www.skybrary.aero/index.php/L101,22.79,https://www.skybrary.aero/index.php/File:L101_3D.jpg (APPROX),54.3,https://www.skybrary.aero/index.php/L101,1.83,https://www.skybrary.aero/index.php/L101,187-222,https://en.wikipedia.org/wiki/Lockheed_L-1011_TriStar#Specifications,110000-113000,https://en.wikipedia.org/wiki/Lockheed_L-1011_TriStar#Specifications,200000-231332,https://en.wikipedia.org/wiki/Lockheed_L-1011_TriStar#Specifications,166922,http://www.flugzeuginfo.net/acdata_php/acdata_l1011_en.php,24.95,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=9xgIXcHFBYjY-wTir4KIDQ&q=L101+plane&oq=L101+plane&gs_l=img.3..0i7i30.86414.86819..86948...0.0..0.73.274.4......0....1..gws-wiz-img.......0i8i30j0i24.RbnJs5BafEc#imgrc=Yeo1AHdpg2Wh5M:
LJ35,12,https://www.skybrary.aero/index.php/LJ35,6.47,https://www.skybrary.aero/index.php/File:LJ35_3D.jpg (APPROX),14.8,https://www.skybrary.aero/index.php/LJ35,0.8,https://www.skybrary.aero/index.php/LJ35,16,https://en.wikipedia.org/wiki/Learjet_35#Specifications_(Learjet_36A),4152,https://en.wikipedia.org/wiki/Learjet_35#Specifications_(Learjet_36A),8165,https://en.wikipedia.org/wiki/Learjet_35#Specifications_(Learjet_36A),6939,https://www.globalair.com/aircraft-for-sale/Specifications?specid=24,8.54,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=TxkIXbuaEIXb-gTJ4ZOQCA&q=LJ35+plane&oq=LJ35+plane&gs_l=img.3...98365.98690..98747...0.0..0.77.141.2......0....1..gws-wiz-img.mw8I-neJM0E#imgrc=SulSm2YBCRN2YM:
LJ45 ,14.58,https://www.skybrary.aero/index.php/LJ45,7.25,https://www.skybrary.aero/index.php/File:LJ45_3D.jpg (APPROX),17.68,https://www.skybrary.aero/index.php/LJ45,0.8,https://www.skybrary.aero/index.php/LJ45,15.57,https://en.wikipedia.org/wiki/Learjet_45#Specifications,5829,https://en.wikipedia.org/wiki/Learjet_45#Specifications,5829,https://en.wikipedia.org/wiki/Learjet_45#Specifications,8708,https://www.globalair.com/aircraft-for-sale/Specifications?specid=26,9.33,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=sxkIXfaQDYPB-wTtt6W4CQ&q=LJ45+plane&oq=LJ45+plane&gs_l=img.3...97036.97232..97357...0.0..0.68.128.2......0....1..gws-wiz-img.0RbTAvrrcn4#imgrc=rN8zMJZd2ODQUM:
MD11,51.7,https://www.skybrary.aero/index.php/MD11,25.29,https://www.skybrary.aero/index.php/File:MD11_3D.jpg,61.2,https://www.skybrary.aero/index.php/MD11,2.67,https://www.boeing.com/resources/boeingdotcom/commercial/airports/acaps/md11.pdf,274-280,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-11#Specifications,128808,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-11#Specifications,273294,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-11#Specifications,195048-213872,https://www.boeing.com/resources/boeingdotcom/commercial/airports/acaps/md11.pdf,28.48,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=FRoIXa7EMsWd-gT97rWgCg&q=md+11&oq=md+11&gs_l=img.3..0l2j0i67j0l7.103160.103692..103845...0.0..0.77.357.5......0....1..gws-wiz-img.......35i39j0i10i67.BHvRExzg9vk#imgrc=RRok0p2oeQyEbM:
MD82,32.78,https://www.skybrary.aero/index.php/MD82,18.44,https://www.skybrary.aero/index.php/File:MD82_3D.jpg,45.06,https://www.skybrary.aero/index.php/MD82,1,https://www.boeing.com/resources/boeingdotcom/commercial/airports/acaps/md80.pdf,82-93,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-80#MD-82,35300-36200,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-80#MD-82,67800,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-80#MD-82,58967,https://www.globalair.com/aircraft-for-sale/Specifications?specid=1011,25,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=fhoIXdrpONf4-gSLy4-oCw&q=md+82&oq=md+82&gs_l=img.3..0l9j0i30.177973.178261..178376...0.0..0.72.143.2......0....1..gws-wiz-img.......0i67.C-hvWKt74lA#imgrc=T6qknwSv5iYIvM:
